id_participant,task_type,sequence_number,complexity
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,14,4
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,2,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,21,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,11,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,12,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,18,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,19,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,17,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,3,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,26,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,6,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,7,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,26,3
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,16,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,10,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,17,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,18,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,19,3
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,24,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,2,2
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,1,2
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,20,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,13,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,4,2
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,6,2
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,15,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,21,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,12,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,7,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,25,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,3,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,23,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,22,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,9,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,8,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,11,1
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,14,5
7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,5,1
8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,20,4
8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,2,4
8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,6,4
8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,3,4
8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,11,4
8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,14,4
8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,26,4
8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,10,4
8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,16,4
8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,9,4
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,26,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,7,4
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,14,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,16,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,19,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,25,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,4,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,6,4
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,22,4
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,23,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,17,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,5,4
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,21,4
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,20,4
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,8,2
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,18,4
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,13,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,1,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,9,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,2,4
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,3,2
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,24,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,15,3
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,10,2
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,11,1
8eafcb94f67634c765f45e480ecee38a623aee1807c9aceea9c99460990d8cbc,Perception,12,4
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,24,3
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,3,5
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,12,2
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,13,1
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,2,1
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,18,4
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,9,2
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,14,2
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,16,5
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,23,4
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,21,5
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,19,4
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,26,3
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,25,3
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,6,1
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,5,2
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,11,2
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,20,4
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,10,4
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,17,3
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,1,3
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,4,3
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,8,4
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,15,3
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,7,4
8fa5045fe82a0202da97f9de1b3fe4f1e638c2b441c9fb5e66ba8120c8392db5,Perception,22,4
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,6,4
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,2,4
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,11,4
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,26,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,7,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,17,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,15,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,4,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,21,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,9,4
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,8,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,3,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,12,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,25,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,13,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,5,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,1,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,23,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,18,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,22,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,24,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,16,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,14,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,20,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,19,5
9249de2c1ee231f09586f88157e7fcbd92ef93936143eabf6eb50b566b24ed59,Perception,10,3
92885eab46869d155e152e1f7ebaa844171bbc0bb8b2bf506530e7412545db03,Perception,1,4
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,15,3
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,10,2
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,5,2
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,17,2
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,16,3
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,21,4
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,6,3
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,22,4
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,7,2
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,3,3
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,1,3
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,24,4
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,26,5
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,20,5
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,23,3
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,9,5
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,4,4
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,13,2
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,19,2
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,25,5
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,14,3
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,8,5
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,18,2
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,2,5
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,11,2
96d6d94b8563e2b8e5929ea1c066f222a01069fb71e34d3eb789b7922ed0c253,Perception,12,2
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,6,2
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,21,3
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,26,3
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,18,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,19,2
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,4,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,24,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,2,3
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,5,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,16,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,15,5
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,12,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,10,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,11,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,8,5
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,20,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,22,5
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,25,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,7,5
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,17,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,23,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,3,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,14,4
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,13,5
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,1,5
9bd1ff1a6f30e60ae51bddcd6bdf459c2a7ebdedfe637e33eaa65456657c9874,Perception,9,5
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,17,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,12,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,10,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,11,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,1,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,19,2
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,16,2
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,24,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,26,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,23,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,9,5
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,22,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,13,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,25,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,6,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,20,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,4,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,14,2
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,2,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,18,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,8,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,5,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,7,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,15,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,3,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,Perception,21,3
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,9,3
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,7,5
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,11,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,8,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,21,3
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,17,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,1,3
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,23,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,18,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,26,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,14,1
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,2,1
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,22,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,3,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,20,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,15,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,10,3
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,4,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,25,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,24,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,19,1
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,6,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,12,3
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,5,1
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,16,5
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,Perception,13,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,23,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,24,3
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,17,3
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,25,4
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,13,1
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,3,1
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,21,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,26,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,7,1
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,15,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,20,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,2,4
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,16,1
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,10,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,8,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,12,1
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,4,1
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,14,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,18,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,6,1
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,19,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,11,3
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,5,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,9,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,22,3
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,Perception,1,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,5,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,4,1
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,23,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,3,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,8,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,21,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,11,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,20,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,25,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,10,2
